0610007P14Rik	ORF11|RIKEN cDNA 0610007P14 gene
Cracr2a	LOC381812|Efcab4b|LOC243645|calcium release activated channel regulator 2A
Cracr2b	Efcab4a|6330520A15Rik|calcium release activated channel regulator 2B
Cradd	RAIDD|CASP2 and RIPK1 domain containing adaptor with death domain
Cramp1l	5830477H08Rik|Tce4|Crm, cramped-like (Drosophila)
Crat	CARAT|carnitine acetyltransferase
Crb1	A930008G09Rik|7530426H14Rik|crumbs family member 1, photoreceptor morphogenesis associated
Crb2	crumbs family member 2
Crb3	crumbs family member 3
Crbn	2900045O07Rik|2610203G15Rik|cereblon
Crcp	calcitonin gene-related peptide-receptor component protein
Crct1	Nice-1|2300002G24Rik|cysteine-rich C-terminal 1
Creb1	2310001E10Rik|Creb|3526402H21Rik|Creb-1|cAMP responsive element binding protein 1
Creb3	Luman|LZIP-2|LZIP|LZIP-1|cAMP responsive element binding protein 3
Creb3l1	BBF-2 (drosophila) homolog|Oasis|cAMP responsive element binding protein 3-like 1
Creb3l2	BBF2H7|C530025K05Rik|cAMP responsive element binding protein 3-like 2
Creb3l3	CREB-H|D10Bur1e|cAMP responsive element binding protein 3-like 3
Creb3l4	JAL|Tisp40beta|mJAL|Tisp40alpha|1700012K17Rik|Tisp40|ATCE1|5330432F22Rik|cAMP responsive element binding protein 3-like 4
Creb5	D430026C09Rik|Crebpa|cAMP responsive element binding protein 5
Crebbp	CBP|KAT3A|CREB binding protein
Crebl2	cAMP responsive element binding protein-like 2
Crebrf	A930001N09Rik|CREB3 regulatory factor
Crebzf	6330417B10Rik|Zf|1110034C16Rik|LAZip|LAZipII|CREB/ATF bZIP transcription factor
Creg1	Creg|cellular repressor of E1A-stimulated genes 1
Creg2	A830098L22Rik|cellular repressor of E1A-stimulated genes 2
Creld1	cysteine-rich with EGF-like domains 1
Creld2	5730592L21Rik|cysteine-rich with EGF-like domains 2
Crem	ICER|cAMP responsive element modulator
Crh	corticotropin releasing factor|LOC383938|corticotropin-releasing factor|CRF|corticotropin releasing hormone
Crhbp	CRH-BP|corticotropin releasing hormone binding protein
Crhr1	CRF 1 receptor|CRFR1|CRF-R1alpha|corticotropin releasing hormone receptor 1
Crhr2	CRF 2 receptor|CRFR2alpha|CRF-R2|CRFR2beta|CRH-R2|Crfr2|corticotropin releasing hormone receptor 2
Crim1	cysteine rich transmembrane BMP regulator 1 (chordin like)
Crip1	CRP1|Crip|cysteine-rich protein 1 (intestinal)
Crip2	0610010I23Rik|Hlp|Crp|ESP1|CRP4|cysteine rich protein 2
Crip3	TLP|TLP-A|cysteine-rich protein 3
Cript	1200020A08Rik|CRIPT|cysteine-rich PDZ-binding protein
Crisp1	CRISP-1|Aeg1|cysteine-rich secretory protein 1
Crisp2	GAPDL5|Tpx-1|CRISP-2|Tpx1|cysteine-rich secretory protein 2
Crisp3	CRISP-3|SGP28|CRS3|Aeg2|cysteine-rich secretory protein 3
Crisp4	9230112K08Rik|cysteine-rich secretory protein 4
Crispld1	Cocoacrisp|cysteine-rich secretory protein LCCL domain containing 1
Crispld2	1810049K24Rik|Lgl1|coffeecrisp|cysteine-rich secretory protein LCCL domain containing 2
Crk	Crk-III|Crko|Crk-II|Crk-I|proto-oncogene c-crk|v-crk sarcoma virus CT10 oncogene homolog (avian)
Crkl	1110025F07Rik|Crkol|v-crk sarcoma virus CT10 oncogene homolog (avian)-like
Crlf1	CLF-1|CRLM3|cytokine receptor like molecule 3|cytokine receptor-like factor 1
Crlf2	Tpte2|Tslpr|Ly114|cytokine receptor-like factor 2
Crlf3	cytor4|Creme9|cytokine receptor-like factor 3
Crls1	0610009I22Rik|4930557M15Rik|5730490M08Rik|cardiolipin synthase 1
Crmp1	DRP-1|Ulip3|collapsin response mediator protein 1
Crnkl1	crn|1200013P10Rik|5730590A01Rik|Crn, crooked neck-like 1 (Drosophila)
Crnn	LOC381457|cornulin
Crocc	ciliary rootlet coiled-coil, rootletin
Crocc2	E030010N08Rik|LOC381284|ciliary rootlet coiled-coil, rootletin family member 2
Crot	1200003H03Rik|carnitine O-octanoyltransferase
Crp	C-reactive protein, pentraxin-related
Crtac1	2810454P21Rik|Lotus|Crtac1B|cartilage acidic protein 1
Crtam	class I-restricted T cell-associated molecule|cytotoxic and regulatory T cell molecule
Crtap	P3h5|CASP|Leprel3|5730529N23Rik|cartilage associated protein
Crtc1	Mect1|TORC1|CREB regulated transcription coactivator 1
Crtc2	4632407F12Rik|CREB regulated transcription coactivator 2
Crtc3	6332415K15Rik|2610312F20Rik|CREB regulated transcription coactivator 3
Crx	Crx1|cone-rod homeobox
Crxos	Egam1|Crxos1|cone-rod homeobox, opposite strand
Cry1	Phll1|cryptochrome 1 (photolyase-like)
Cry2	D130054K12Rik|cryptochrome 2 (photolyase-like)
Cryaa	Crya1|Crya-1|alpha-A-crystallin|DAcry-1|Acry-1|crystallin, alpha A
Cryab	HspB5|alpha B-crystallin|Crya2|Crya-2|crystallin, alpha B
Cryba1	Cryb|BA3/A1|crystallin, beta A1
Cryba2	E130107M19Rik|crystallin, beta A2
Cryba4	crystallin, beta A4
Crybb1	3110006K12Rik|crystallin, beta B1
Crybb2	Aey2|betaB2-crystallin|Cryb-2|crystallin, beta B2
Crybb3	crystallin, beta B3
Crybg3	beta-gamma crystallin domain containing 3
Cryga	Cryg-4|DGcry-4|crystallin, gamma A
Crygb	Cryg-3|DGcry-3|crystallin, gamma B
Crygc	Cryg-5|crystallin, gamma C
Crygd	Cryg-1|DGcry-1|Aey4|crystallin, gamma D
Cryge	Cryg-6|crystallin, gamma E
Crygf	3110001K11Rik|Len-2|Cryg-2|DGcry-2|crystallin, gamma F
Crygn	crystallin, gamma N
Crygs	Opj|crystallin, gamma S
Cryl1	1110025H08Rik|A230106J09Rik|crystallin, lambda 1
Crym	crystallin, mu
Cryz	Sez9|quinone reductase|SEZ9|crystallin, zeta
Cryzl1	2210407J23Rik|2410006O11Rik|crystallin, zeta (quinone reductase)-like 1
Cs	Cis|2610511A05Rik|9030605P22Rik|ahl4|citrate synthase
Csad	cysteine sulfinic acid decarboxylase
Csdc2	cold shock domain containing C2, RNA binding
Csde1	unr|D3Jfr1|cold shock domain containing E1, RNA binding
Cse1l	Capts|Xpo2|Cas|2610100P18Rik|chromosome segregation 1-like (S. cerevisiae)
Csf1	M-CSF|colony-stimulating factor-1|Csfm|CSF-1|colony stimulating factor 1 (macrophage)
Csf1r	Csfmr|CD115|M-CSFR|Fms|Fim-2|CSF-1R|colony stimulating factor 1 receptor
Csf2	GMCSF|MGI-IGM|Gm-CSf|Csfgm|colony stimulating factor 2 (granulocyte-macrophage)
Csf2ra	GM-CSF-Ra|Csfgmra|GM-CSFRalpha|CD116|colony stimulating factor 2 receptor, alpha, low-affinity (granulocyte-macrophage)
Csf2rb	Csf2rb1|beta c|Bc|Il3rb1|common beta chain|Il5rb|AIC2B|CDw131|Il3r|colony stimulating factor 2 receptor, beta, low-affinity (granulocyte-macrophage)
Csf2rb2	AIC2A|BetaIl3|Bil3|Il3r|Il3rb2|colony stimulating factor 2 receptor, beta 2, low-affinity (granulocyte-macrophage)
Csf3	G-CSF|MGI-IG|Csfg|colony stimulating factor 3 (granulocyte)
Csf3r	Csfgr|G-CSFR|Cd114|colony stimulating factor 3 receptor (granulocyte)
Csgalnact1	CSGalNAcT-1|4732435N03Rik|chondroitin sulfate N-acetylgalactosaminyltransferase 1
Csgalnact2	4632415D10Rik|Galnact2|chondroitin sulfate N-acetylgalactosaminyltransferase 2
Csk	c-src tyrosine kinase
Csl	1700007H16Rik|citrate synthase like
Csmd1	CUB and Sushi multiple domains 1
Csmd2	CUB and Sushi multiple domains 2
Csmd3	4930500N14Rik|CUB and Sushi multiple domains 3
Csn1s1	Csna|casein alpha s1
Csn1s2a	Csng|Csn1s2a|casein alpha s2-like A
Csn1s2b	Csnd|Csne|casein alpha s2-like B
Csn2	Csnb|CSN2|casein beta
Csn3	Csnk|CSN10|casein kappa
Csnk1a1	2610208K14Rik|5430427P18Rik|CK1a|4632404G05Rik|casein kinase 1, alpha 1
Csnk1d	1200006A05Rik|casein kinase 1, delta
Csnk1e	CK1epsilon|CKIepsilon|KC1epsilon|CKI epsilon|tau|casein kinase 1, epsilon
Csnk1g1	9130020E21Rik|casein kinase 1, gamma 1
Csnk1g2	2810429I12Rik|casein kinase 1, gamma 2
Csnk1g3	3300002K07Rik|C330049O21Rik|casein kinase 1, gamma 3
Csnk2a1	Csnk2a1-rs4|casein kinase 2, alpha 1 polypeptide
Csnk2a2	CK2|1110035J23Rik|casein kinase 2, alpha prime polypeptide
Csnk2b	casein kinase 2, beta polypeptide
Csnka2ip	Ckt2|casein kinase 2, alpha prime interacting protein
Cspg4	4732461B14Rik|AN2|NG2|chondroitin sulfate proteoglycan 4
Cspg5	NGC|CALEB|neuroglycan C|chondroitin sulfate proteoglycan 5
Cspp1	4930413O22Rik|2310020J12Rik|centrosome and spindle pole associated protein 1
Csrnp1	4931429D10Rik|taip-3|Axud1|CSRNP-1|cysteine-serine-rich nuclear protein 1
Csrnp2	CSRNP-2|cysteine-serine-rich nuclear protein 2
Csrnp3	mbu1|CSRNP-3|A330102K23Rik|cysteine-serine-rich nuclear protein 3
Csrp1	CRP1|cysteine and glycine-rich protein 1
Csrp2	Crp2|SmLim|cysteine and glycine-rich protein 2
Csrp2bp	2510008M08Rik|D2Wsu131e|D2Ertd473e|ATAC2|cysteine and glycine-rich protein 2 binding protein
Csrp3	CRP3|muscle LIM protein|MLP|cysteine and glycine-rich protein 3
Cst10	DD72|cystatin 10 (chondrocytes)
Cst11	cystatin E1|9230101F08Rik|mCST E1|CRES2|cystatin 11
Cst12	1700006F03Rik|cystatin TE-1|cystatin 12
Cst13	1700006C19Rik|cystatin T|Cymg1|cystatin 13
Cst3	CysC|cystatin C
Cst6	cystatin E/M
Cst7	CMAP|cystatin-like metastasis-associated protein|Leukocystatin|cystatin F (leukocystatin)
Cst8	Cres|Cst-rs1|cystatin 8 (cystatin-related epididymal spermatogenic)
Cst9	testatin|cresp|M12|cystatin 9
Csta1	Csta|cystatin A1
Cstad	9530039B02Rik|CSA-conditional, T cell activation-dependent protein
Cstb	Stfb|cystatin B
Cstf1	1700057K18Rik|cleavage stimulation factor, 3' pre-RNA, subunit 1
Cstf2	Cstf64|C630034J23Rik|cleavage stimulation factor, 3' pre-RNA subunit 2
Cstf2t	64kDa|tCstF-64|cleavage stimulation factor, 3' pre-RNA subunit 2, tau
Cstf3	4732468G05Rik|cleavage stimulation factor, 3' pre-RNA, subunit 3
Cstl1	cystatin-like 1
Ctag2	1700030B21Rik|cancer/testis antigen 2
Ctage5	Mgea6|D12Bwg0579e|Mgea|MEA6|CTAGE family, member 5
Ctbp1	CtBP1-S|D4S115h|D5H4S115E|CtBP3/BARS|BARS|D5H4S115|CtBP1-L|C-terminal binding protein 1
Ctbp2	Ribeye|Gtrgeo6|D7Ertd45e|C-terminal binding protein 2
Ctbs	2210401K11Rik|chitobiase, di-N-acetyl-
Ctc1	1500010J02Rik|CTS telomere maintenance complex component 1
Ctcf	CCCTC-binding factor
Ctcfl	OTTMUSG00000016680|Boris|CCCTC-binding factor (zinc finger protein)-like
Ctdnep1	Dullard|2610507E10Rik|CTD nuclear envelope phosphatase 1
Ctdp1	4930563P03Rik|CTD (carboxy-terminal domain, RNA polymerase II, polypeptide A) phosphatase, subunit 1
Ctdsp1	SCP1|CTD (carboxy-terminal domain, RNA polymerase II, polypeptide A) small phosphatase 1
Ctdsp2	D10Ertd73e|SCP2|OS4|CTD (carboxy-terminal domain, RNA polymerase II, polypeptide A) small phosphatase 2
Ctdspl	SCP3|HYA22|2810418J22Rik|CTD (carboxy-terminal domain, RNA polymerase II, polypeptide A) small phosphatase-like
Ctdspl2	D2Ertd485e|CTD (carboxy-terminal domain, RNA polymerase II, polypeptide A) small phosphatase like 2
Ctf1	CT-1|cardiotrophin 1
Ctf2	LOC244218|NP|neuropoietin|cardiotrophin 2
Ctgf	Fisp12|Hcs24|hypertrophic chondrocyte-specific gene product 24|Ccn2|connective tissue growth factor
Cth	0610010I13Rik|CSE|cystathionase (cystathionine gamma-lyase)
Cthrc1	1110014B07Rik|collagen triple helix repeat containing 1
Ctif	LOC269037|Gm672|CBP80/20-dependent translation initiation factor
Ctla2a	Ctla-2a|cytotoxic T lymphocyte-associated protein 2 alpha
Ctla2b	Ctla-2b|cytotoxic T lymphocyte-associated protein 2 beta
Ctla4	Ly-56|Cd152|Ctla-4|cytotoxic T-lymphocyte-associated protein 4
Ctnna1	2010010M04Rik|alpha E catenin|Catna1|alpha(E)-catenin|catenin (cadherin associated protein), alpha 1
Ctnna2	alpha(N)-catenin|alpha N-catenin|chp|Catna2|Catna|catenin (cadherin associated protein), alpha 2
Ctnna3	Vr22|Catna3|alphaT-catenin|4930429L08Rik|catenin (cadherin associated protein), alpha 3
Ctnnal1	ACRP|Catnal1|catenin (cadherin associated protein), alpha-like 1
Ctnnb1	beta-catenin|beta catenin|Catnb|catenin (cadherin associated protein), beta 1
Ctnnbip1	ICAT|Catnbip1|2310001I19Rik|1110008O09Rik|catenin beta interacting protein 1
Ctnnbl1	P14L|FLJ21108|5730471K09Rik|NYD-SP19|catenin, beta like 1
Ctnnd1	Ctnnd|P120|p120-catenin|Catns|catenin (cadherin associated protein), delta 1
Ctnnd2	Catnd2|neurojugin|Nprap|catenin (cadherin associated protein), delta 2
Ctns	cystinosis, nephropathic
Ctps	cytidine 5'-triphosphate synthase
Ctps2	A830031M15Rik|CTPsH|cytidine 5'-triphosphate synthase 2
Ctr9	Tsbp|Sh2bp1|Tsp|Ctr9, Paf1/RNA polymerase II complex component, homolog (S. cerevisiae)
Ctrb1	2200008D09Rik|Prt-2|chymotrypsinogen B1
Ctrc	1810044E12Rik|chymotrypsin C (caldecrin)
Ctrl	chymopasin|Ctra-1|0910001G08Rik|Ctra1|1810004D15Rik|chymotrypsin-like
Cts3	1600000I23Rik|cathepsin 3
Cts6	1600022N02Rik|cathepsin 6
Cts7	Epcs24|CTS1|Epcs71|cathepsin 7
Cts8	Epcs68|CTS2|Epcs70|cathepsin 8
Ctsa	PPCA|Ppgb|cathepsin A
Ctsb	CB|cathepsin B
Ctsc	dipeptidylpeptidase 1|DPP1|DPPI|cathepsin C
Ctsd	CatD|CD|cathepsin D
Ctse	A430072O03Rik|CatE|CE|C920004C08Rik|cathepsin E
Ctsf	cathepsin F
Ctsg	cathepsin G
Ctsh	Cat H|cathepsin H
Ctsj	Ctsp|Cat P|rat gene/Cathepsin L-related protein|CatRLP|CATP|cathepsin J
Ctsk	catK|Cat K|cathepsin K
Ctsl	Cat L|major excreted protein|1190035F06Rik|MEP|cathepsin L
Ctsll3	2310051M13Rik|cathepsin L-like 3
Ctsm	Cat M|1600027J17Rik|Catm|cathepsin M
Ctso	A330105D01Rik|cathepsin O
Ctsq	1600010J02Rik|cathepsin Q
Ctsr	cathepsin R
Ctss	Cat S|cathepsin S
Ctsw	lymphopain|cathepsin W
Ctsz	cathepsin X|D2Wsu143e|CTSX|cathepsin Z
Cttn	Ems1|1110020L01Rik|cortactin
Cttnbp2	9130022E09Rik|4732477G22Rik|ORF4|3010022N24Rik|Cortbp2|cortactin binding protein 2
Cttnbp2nl	CTTNBP2 N-terminal like
Ctu1	Atpbd3|cytosolic thiouridylase subunit 1 homolog (S. pombe)
Ctu2	2310061F22Rik|cytosolic thiouridylase subunit 2 homolog (S. pombe)
Ctxn1	cortexin 1
Ctxn2	LOC381418|cortexin 2
Ctxn3	ENSMUSG00000069372|cortexin 3
Cubn	D2Wsu88e|cubilin (intrinsic factor-cobalamin receptor)
Cuedc1	C330016O16Rik|CUE domain containing 1
Cuedc2	3010002G01Rik|CUE domain containing 2
Cul1	cullin 1
Cul2	1300003D18Rik|4932411N15Rik|cullin 2
Cul3	cullin 3
Cul4a	2810470J21Rik|cullin 4A
Cul4b	2700050M05Rik|cullin 4B
Cul5	C030032G03Rik|4921514I20Rik|C330021I08Rik|8430423K24Rik|VACM-1|cullin 5
Cul7	p193|2510004L20Rik|p185|C230011P08Rik|cullin 7
Cul9	1810035I07Rik|Parc|cullin 9
Cuta	1810022E02Rik|2700094G22Rik|CutA|1810060C03Rik|0610039D01Rik|cutA divalent cation tolerance homolog (E. coli)
Cutal	D730039F16Rik|cutA divalent cation tolerance homolog-like
Cutc	CGI-32|2310039I18Rik|cutC copper transporter homolog (E.coli)
Cux1	Cux-1|CDP|Cux|Cutl1|cut-like homeobox 1
Cux2	Cux-2|ENSMUSG00000072641|1700051K22Rik|Cux2|Cutl2|cut-like homeobox 2
Cuzd1	Itmap1|ERG-1|UTCZP|UO-44|CUB and zona pellucida-like domains 1
Cwc15	2900052N06Rik|0610040D20Rik|CWC15 homolog (S. cerevisiae)
Cwc22	CWC22 spliceosome-associated protein homolog (S. cerevisiae)
Cwc25	R75228|1300013D05Rik|Ccdc49|CWC25 spliceosome-associated protein homolog (S. cerevisiae)
Cwc27	NY-CO-10|Sdccag10|3110009E13Rik|CWC27 spliceosome-associated protein homolog (S. cerevisiae)
Cwf19l1	2610528C06Rik|CWF19-like 1, cell cycle control (S. pombe)
Cwf19l2	3230401L03Rik|CWF19-like 2, cell cycle control (S. pombe)
Cwh43	C130090K23Rik|cell wall biogenesis 43 C-terminal homolog (S. cerevisiae)
Cx3cl1	Scyd1|fractalkine|neurotactin|CX3C|D8Bwg0439e|chemokine (C-X3-C motif) ligand 1
Cx3cr1	chemokine (C-X3-C motif) receptor 1
Cxadr	CAR|MCAR|2610206D03Rik|MCVADR|coxsackie virus and adenovirus receptor
Cxcl1	Gro1|N51|Fsp|KC|Mgsa|Scyb1|KC/GRO-alpha|chemokine (C-X-C motif) ligand 1
Cxcl10	Scyb10|Ifi10|IP10|mob-1|IP-10|CRG-2|gIP-10|INP10|C7|chemokine (C-X-C motif) ligand 10
Cxcl12	Sdf1a|TLSF-b|TLSF-a|Sdf1b|TPAR1|PBSF|PBSF/SDF-1|Sdf1|SDF-1|Scyb12|chemokine (C-X-C motif) ligand 12
Cxcl13	4631412M08Rik|Scyb13|ANGIE2|BLC|BCA-1|chemokine (C-X-C motif) ligand 13
Cxcl14	1200006I23Rik|MIP-2g|Scyb14|Kec|BRAK|1110031L23Rik|chemokine (C-X-C motif) ligand 14
Cxcl15	Il8|lungkine|weche|Scyb15|chemokine (C-X-C motif) ligand 15
Cxcl16	SR-PSOX|SR-PSOX/CXCL16|Scavenger Receptor|0910001K24Rik|chemokine (C-X-C motif) ligand 16
Cxcl17	chemokine (C-X-C motif) ligand 17
Cxcl2	CINC-2a|MIP-2|Gro2|GROb|MIP-2a|Scyb|Mgsa-b|Scyb2|Mip2|chemokine (C-X-C motif) ligand 2
Cxcl3	Dcip1|chemokine (C-X-C motif) ligand 3
Cxcl5	LIX|Scyb6|AMCF-II|GCP-2|Scyb5|granulocyte chemotactic protein-2|ENA-78|Cxcl6|chemokine (C-X-C motif) ligand 5
Cxcl9	Scyb9|crg-10|CMK|Mig|chemokine (C-X-C motif) ligand 9
Cxcr1	Il8ra|chemokine (C-X-C motif) receptor 1
Cxcr2	Cmkar2|IL-8rb|IL-8Rh|Il8rb|CD128|IL8RA|Gpcr16|chemokine (C-X-C motif) receptor 2
Cxcr3	Cd183|Cxcr3|Cmkar3|chemokine (C-X-C motif) receptor 3
Cxcr4	fusin|Sdf1r|Cmkar4|b2b220Clo|CD184|PB-CKR|chemokine (C-X-C motif) receptor 4
Cxcr5	CXCR-5|Blr1|Gpcr6|chemokine (C-X-C motif) receptor 5
Cxcr6	BONZO|STRL33|chemokine (C-X-C motif) receptor 6
Cxx1a	Mart8b|1110012O05Rik|Mar8.2A/B|CAAX box 1A
Cxx1b	Mart8c|CAAX box 1B
Cxx1c	Mar8.1|2900027G03Rik|Mart8a|CAAX box 1C
Cxxc1	Cgbp|5830420C16Rik|2410002I16Rik|Cfp1|PHF18|CXXC finger 1 (PHD domain)
Cxxc4	C030003J12Rik|Idax|9330210J02Rik|CXXC finger 4
Cxxc5	4930415K17Rik|CXXC finger 5
Cyb561	cytochrome b-561
Cyb561a3	2310004G04Rik|Cybasc3|cytochrome b561 family, member A3
Cyb561d1	1600010M23Rik|cytochrome b-561 domain containing 1
Cyb561d2	Tsp10|101F6 protein|cytochrome b-561 domain containing 2
Cyb5a	Cyb5|0610009N12Rik|cytochrome b5 type A (microsomal)
Cyb5b	1810044O22Rik|cytochrome b5 type B
Cyb5d1	LOC327951|cytochrome b5 domain containing 1
Cyb5d2	9330151E16Rik|neuferricin|cytochrome b5 domain containing 2
Cyb5r1	1500005G05Rik|Nqo3a2|B5R.1|cytochrome b5 reductase 1
Cyb5r2	D630003K02Rik|cytochrome b5 reductase 2
Cyb5r3	2500002N19Rik|0610016L08Rik|Dia1|Dia-1|cytochrome b5 reductase 3
Cyb5r4	Ncb5or|B5+B5R|2810034J18Rik|b5/b5r|cytochrome b5 reductase 4
Cyb5rl	2810410C14Rik|cytochrome b5 reductase-like
Cyba	b558|cytochrome beta-558|p22 phox|cytochrome b-245, alpha polypeptide
Cybb	gp91<phox>|gp91phox|Cgd|Nox2|cytochrome b-245, beta polypeptide
Cybrd1	Dcytb|2210407P13Rik|cytochrome b reductase 1
Cyc1	2610002H19Rik|cytochrome c-1
Cycs	cytochrome c, somatic
Cyct	T-Cc|cytochrome c, testis
Cyfip1	E030028J09Rik|Shyc|P140SRA-1|pl-1|l(7)1Rl|l7Rl1|Sra-1|cytoplasmic FMR1 interacting protein 1
Cyfip2	Pir121|6430511D02Rik|1500004I01Rik|cytoplasmic FMR1 interacting protein 2
Cygb	Staap|3110001K20Rik|cytoglobin
Cyhr1	1110031M01Rik|Chrp|cysteine and histidine rich 1
Cylc1	4930401M13Rik|cylicin, basic protein of sperm head cytoskeleton 1
Cylc2	4930488P18Rik|cylicin, basic protein of sperm head cytoskeleton 2
Cyld	CYLD1|2010013M14Rik|C130039D01Rik|2900009M21Rik|cylindromatosis (turban tumor syndrome)
Cym	LOC229697|Gm131|chymosin
Cyp11a1	P450scc|cscc|Cyp11a|cholesterol side chain cleavage|D9Ertd411e|Scc|cytochrome P450, family 11, subfamily a, polypeptide 1
Cyp11b1	Cyp11b-1|Cyp11b|cytochrome P450, family 11, subfamily b, polypeptide 1
Cyp11b2	aldosterone synthase|steroid-11-beta-hydroxylase|Cyp11b|Cyp11b-2|cytochrome P450, family 11, subfamily b, polypeptide 2
Cyp17a1	Cyp17|p450c17|steroid 17-alpha hydroxylase|cytochrome P450, family 17, subfamily a, polypeptide 1
Cyp19a1	Int5|p450arom|ArKO|Ar|Cyp19|aromatase|Int-5|cytochrome P450, family 19, subfamily a, polypeptide 1
Cyp1a1	cytochrome P450 subfamily I, polypeptide 1|P450-1|cytochrome P450, family 1, subfamily a, polypeptide 1
Cyp1a2	aromatic compound inducible|P450-3|CP12|cytochrome P450, family 1, subfamily a, polypeptide 2
Cyp1b1	cytochrome P450, family 1, subfamily b, polypeptide 1
Cyp20a1	A930011N14Rik|cytochrome P450, family 20, subfamily a, polypeptide 1
Cyp21a1	21OHA|Oh21-1|Oh21-1|Cyp21|21-OH|21-hydroxylase|21OH|cytochrome P450, family 21, subfamily a, polypeptide 1
Cyp24a1	25-hydroxyvitamin D-24-hydroxylase|24-OHase|CP24|Cyp24|cytochrome P450, family 24, subfamily a, polypeptide 1
Cyp26a1	P450RA|Cyp26|RAH|P450RAI|retinoic acid hydrolase|cytochrome P450, family 26, subfamily a, polypeptide 1
Cyp26b1	P450RAI-2|retinoic acid B1|CP26|cytochrome P450, family 26, subfamily b, polypeptide 1
Cyp26c1	EG546726|cytochrome P450, family 26, subfamily c, polypeptide 1
Cyp27a1	1300013A03Rik|cholesterol 27 hydroxylase|Cyp27|cytochrome P450, family 27, subfamily a, polypeptide 1
Cyp27b1	25(OH)D 1alpha-hydroxylase|VddrI|Vdd1|Vddr|Pddr|Cyp1|Cp2b|P450c1|Cyp27b|Cyp40|25-hydroxyvitamin D3 1alpha-hydroxylase|1alpha(OH)ase|P450VD1alpha|cytochrome P450, family 27, subfamily b, polypeptide 1
Cyp2a12	cytochrome P450, family 2, subfamily a, polypeptide 12
Cyp2a22	EG233005|cytochrome P450, family 2, subfamily a, polypeptide 22
Cyp2a4	Cyp15a1|testosterone 15alpha-hydroxylase|D7Ucla4|cytochrome P450, family 2, subfamily a, polypeptide 4
Cyp2a5	Coh|cytochrome P450, family 2, subfamily a, polypeptide 5
Cyp2ab1	EG224044|cytochrome P450, family 2, subfamily ab, polypeptide 1
Cyp2b10	Cyp2b|phenobarbitol inducible, type b|Cyp2b20|p16|cytochrome P450, family 2, subfamily b, polypeptide 10
Cyp2b13	phenobarbital inducible, type c|cytochrome P450, family 2, subfamily b, polypeptide 13
Cyp2b19	cytochrome P450, family 2, subfamily b, polypeptide 19
Cyp2b23	EG243881|cytochrome P450, family 2, subfamily b, polypeptide 23
Cyp2b9	phenobarbitol inducible, type a|Cyp2b|16\alphaoh-a|cytochrome P450, family 2, subfamily b, polypeptide 9
Cyp2c29	P450-2C|Ah-2|AHOHase|AHOH|Ahh-1|Cyp2c|cytochrome P450, family 2, subfamily c, polypeptide 29
Cyp2c37	cytochrome P450, family 2. subfamily c, polypeptide 37
Cyp2c38	cytochrome P450, family 2, subfamily c, polypeptide 38
Cyp2c39	cytochrome P450, family 2, subfamily c, polypeptide 39
Cyp2c40	cytochrome P450, family 2, subfamily c, polypeptide 40
Cyp2c44	cytochrome P450, family 2, subfamily c, polypeptide 44
Cyp2c50	cytochrome P450, family 2, subfamily c, polypeptide 50
Cyp2c54	cytochrome P450, family 2, subfamily c, polypeptide 54
Cyp2c55	2010318C06Rik|cytochrome P450, family 2, subfamily c, polypeptide 55
Cyp2c65	2210009K14Rik|cytochrome P450, family 2, subfamily c, polypeptide 65
Cyp2c66	2010301M18Rik|cytochrome P450, family 2, subfamily c, polypeptide 66
Cyp2c67	C730004C24Rik|cytochrome P450, family 2, subfamily c, polypeptide 67
Cyp2c68	9030012A22Rik|cytochrome P450, family 2, subfamily c, polypeptide 68
Cyp2c69	AI098658|cytochrome P450, family 2, subfamily c, polypeptide 69
Cyp2c70	cytochrome P450, family 2, subfamily c, polypeptide 70
Cyp2d10	P450-2D|Cyp2d|cytochrome P450, family 2, subfamily d, polypeptide 10
Cyp2d11	Cyp2d|P450-2D|cytochrome P450, family 2, subfamily d, polypeptide 11
Cyp2d12	9030605E09Rik|cytochrome P450, family 2, subfamily d, polypeptide 12
Cyp2d22	2D22|cytochrome P450, family 2, subfamily d, polypeptide 22
Cyp2d26	1300006E06Rik|cytochrome P450, family 2, subfamily d, polypeptide 26
Cyp2d34	cytochrome P450, family 2, subfamily d, polypeptide 34
